station_code,station,GTFS_stop_id,C/A,line_name,ct2010,ntaname,ctlabel,geometry,lat,long
N010R126,175 ST,A07,N010,A,026300,Washington Heights South,263,POINT (-73.93970400000001 40.84739099999999),40.847390999999995,-73.939704
N011R126,175 ST,A07,N011,A,026300,Washington Heights South,263,POINT (-73.93970400000001 40.84739099999999),40.847390999999995,-73.939704
N012R035,168 ST,A09,N012,AC1,025100,Washington Heights South,251,POINT (-73.939561 40.840719),40.840719,-73.939561
N013R035,168 ST,A09,N013,AC1,025100,Washington Heights South,251,POINT (-73.939561 40.840719),40.840719,-73.939561
N016AR296,163 ST-AMSTERDM,A10,N016A,C,024301,Washington Heights South,243.01,POINT (-73.939892 40.836013),40.836013,-73.939892
N017R331,155 ST,A11,N017,C,023501,Hamilton Heights,235.01,POINT (-73.941514 40.830518),40.830518,-73.941514
N019R101,145 ST,A12,N019,ABCD,023100,Hamilton Heights,231,POINT (-73.944216 40.824783),40.824783000000004,-73.944216
N020R101,145 ST,A12,N020,ABCD,023100,Hamilton Heights,231,POINT (-73.944216 40.824783),40.824783000000004,-73.944216
N022R332,135 ST,A14,N022,BC,021703,Manhattanville,217.03,POINT (-73.947649 40.817894),40.817894,-73.947649
N023R332,135 ST,A14,N023,BC,021703,Manhattanville,217.03,POINT (-73.947649 40.817894),40.817894,-73.947649
N024R332,135 ST,A14,N024,BC,021703,Manhattanville,217.03,POINT (-73.947649 40.817894),40.817894,-73.947649
N025R102,125 ST,A15,N025,ACBD,020901,Morningside Heights,209.01,POINT (-73.952343 40.811109),40.811109,-73.952343
N026R102,125 ST,A15,N026,ACBD,020901,Morningside Heights,209.01,POINT (-73.952343 40.811109),40.811109,-73.952343
N029R333,116 ST,A16,N029,BC,021800,Central Harlem South,218,POINT (-73.954882 40.805085),40.805085,-73.954882
N030R333,116 ST,A16,N030,BC,021800,Central Harlem South,218,POINT (-73.954882 40.805085),40.805085,-73.954882
N034R334,CATHEDRAL PKWY,A17,N034,BC,019702,Central Harlem South,197.02,POINT (-73.958161 40.800603),40.800603,-73.958161
N035R334,CATHEDRAL PKWY,A17,N035,BC,019702,Central Harlem South,197.02,POINT (-73.958161 40.800603),40.800603,-73.958161
N037R314,103 ST,A18,N037,BC,014300,park-cemetery-etc-Manhattan,143,POINT (-73.961454 40.796092),40.796092,-73.961454
N039R251,96 ST,A19,N039,BC,014300,park-cemetery-etc-Manhattan,143,POINT (-73.96469599999999 40.791642),40.791641999999996,-73.96469599999999
N040R251,96 ST,A19,N040,BC,014300,park-cemetery-etc-Manhattan,143,POINT (-73.96469599999999 40.791642),40.791641999999996,-73.96469599999999
N043R186,86 ST,A20,N043,BC,014300,park-cemetery-etc-Manhattan,143,POINT (-73.96891600000001 40.785868),40.785868,-73.96891600000001
N044R187,81 ST-MUSEUM,A21,N044,BC,014300,park-cemetery-etc-Manhattan,143,POINT (-73.972143 40.781433),40.781433,-73.972143
N045R187,81 ST-MUSEUM,A21,N045,BC,014300,park-cemetery-etc-Manhattan,143,POINT (-73.972143 40.781433),40.781433,-73.972143
N046R281,72 ST,A22,N046,BC,014300,park-cemetery-etc-Manhattan,143,POINT (-73.97641 40.775594),40.775594,-73.97641
N049R084,59 ST COLUMBUS,A24,N049,ABCD1,014500,Lincoln Square,145,POINT (-73.981736 40.768296),40.768296,-73.981736
N051R084,59 ST COLUMBUS,A24,N051,ABCD1,014500,Lincoln Square,145,POINT (-73.981736 40.768296),40.768296,-73.981736
N056R188,50 ST,A25,N056,CE,013300,Clinton,133,POINT (-73.985984 40.762456),40.762456,-73.985984
N057R188,50 ST,A25,N057,CE,013300,Clinton,133,POINT (-73.985984 40.762456),40.762456,-73.985984
N060R010,42 ST-PORT AUTH,R16,N060,ACENGRS1237W,011300,Midtown-Midtown South,113,POINT (-73.986754 40.754672),40.754672,-73.986754
N062AR010,42 ST-PORT AUTH,R16,N062A,ACENQRS1237W,011300,Midtown-Midtown South,113,POINT (-73.986754 40.754672),40.754672,-73.986754
N062R011,42 ST-PORT AUTH,R16,N062,ACENQRS1237W,011300,Midtown-Midtown South,113,POINT (-73.986754 40.754672),40.754672,-73.986754
N063AR011,42 ST-PORT AUTH,A27,N063A,ACENQRS1237W,011900,Midtown-Midtown South,119,POINT (-73.989735 40.757308),40.757308,-73.989735
N063R011,42 ST-PORT AUTH,A27,N063,ACENQRS1237W,011900,Midtown-Midtown South,119,POINT (-73.989735 40.757308),40.757308,-73.989735
N067R012,34 ST-PENN STA,A28,N067,ACE,010900,Midtown-Midtown South,109,POINT (-73.993391 40.752287),40.752287,-73.993391
N068R012,34 ST-PENN STA,A28,N068,ACE,010900,Midtown-Midtown South,109,POINT (-73.993391 40.752287),40.752287,-73.993391
N069R013,34 ST-PENN STA,A28,N069,ACE,010900,Midtown-Midtown South,109,POINT (-73.993391 40.752287),40.752287,-73.993391
N070R012,34 ST-PENN STA,A28,N070,ACE,010900,Midtown-Midtown South,109,POINT (-73.993391 40.752287),40.752287,-73.993391
N071R013,34 ST-PENN STA,A28,N071,ACE,010900,Midtown-Midtown South,109,POINT (-73.993391 40.752287),40.752287,-73.993391
N072R012,34 ST-PENN STA,A28,N072,ACE,010900,Midtown-Midtown South,109,POINT (-73.993391 40.752287),40.752287,-73.993391
N073R013,34 ST-PENN STA,A28,N073,ACE,010900,Midtown-Midtown South,109,POINT (-73.993391 40.752287),40.752287,-73.993391
N075R111,23 ST,A30,N075,CE,009100,Hudson Yards-Chelsea-Flatiron-Union Square,91,POINT (-73.998041 40.745906),40.745906,-73.998041
N076R111,23 ST,A30,N076,CE,009100,Hudson Yards-Chelsea-Flatiron-Union Square,91,POINT (-73.998041 40.745906),40.745906,-73.998041
N077R111,23 ST,A30,N077,CE,009100,Hudson Yards-Chelsea-Flatiron-Union Square,91,POINT (-73.998041 40.745906),40.745906,-73.998041
N078R175,14 ST,A31,N078,ACEL,008100,Hudson Yards-Chelsea-Flatiron-Union Square,81,POINT (-74.00169 40.740893),40.740893,-74.00169
N080R138,W 4 ST-WASH SQ,A32,N080,ABCDEFM,007100,West Village,71,POINT (-74.000495 40.732338),40.732338,-74.000495
N083R138,W 4 ST-WASH SQ,A32,N083,ABCDEFM,007100,West Village,71,POINT (-74.000495 40.732338),40.732338,-74.000495
N086R282,SPRING ST,A33,N086,CE,004900,SoHo-TriBeCa-Civic Center-Little Italy,49,POINT (-74.003739 40.726227),40.726227,-74.003739
N087R282,SPRING ST,A33,N087,CE,004900,SoHo-TriBeCa-Civic Center-Little Italy,49,POINT (-74.003739 40.726227),40.726227,-74.003739
N089R139,CANAL ST,A34,N089,ACE,003300,SoHo-TriBeCa-Civic Center-Little Italy,33,POINT (-74.005229 40.720824),40.720824,-74.005229
N090R139,CANAL ST,A34,N090,ACE,003300,SoHo-TriBeCa-Civic Center-Little Italy,33,POINT (-74.005229 40.720824),40.720824,-74.005229
N091R029,CHAMBERS ST,A36,N091,ACE23,002100,SoHo-TriBeCa-Civic Center-Little Italy,21,POINT (-74.008585 40.714111),40.714110999999995,-74.008585
N092R029,CHAMBERS ST,A36,N092,ACE23,002100,SoHo-TriBeCa-Civic Center-Little Italy,21,POINT (-74.008585 40.714111),40.714110999999995,-74.008585
N094R029,WORLD TRADE CTR,E01,N094,ACE23,002100,SoHo-TriBeCa-Civic Center-Little Italy,21,POINT (-74.009781 40.712582),40.712582,-74.009781
N095AR014,FULTON ST,A38,N095A,2345ACJZ,001501,Battery Park City-Lower Manhattan,15.01,POINT (-74.00769100000001 40.71019699999999),40.710196999999994,-74.00769100000001
N095R014,FULTON ST,A38,N095,ACJZ2345,001501,Battery Park City-Lower Manhattan,15.01,POINT (-74.00769100000001 40.71019699999999),40.710196999999994,-74.00769100000001
N098R028,FULTON ST,A38,N098,2345ACJZ,001501,Battery Park City-Lower Manhattan,15.01,POINT (-74.00769100000001 40.71019699999999),40.710196999999994,-74.00769100000001
N100R252,HIGH ST,A40,N100,AC,001300,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,13,POINT (-73.990531 40.699337),40.699337,-73.990531
N101R252,HIGH ST,A40,N101,AC,001300,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,13,POINT (-73.990531 40.699337),40.699337,-73.990531
N102R127,JAY ST-METROTEC,A41,N102,ACF,001100,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11,POINT (-73.987342 40.692338),40.692338,-73.987342
N103R127,JAY ST-METROTEC,A41,N103,ACF,001100,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11,POINT (-73.987342 40.692338),40.692338,-73.987342
N108R217,HOYT-SCHER,A42,N108,ACG,004100,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,41,POINT (-73.985001 40.688484),40.688484,-73.985001
N110R283,LAFAYETTE AV,A43,N110,C,018100,Fort Greene,181,POINT (-73.973946 40.686113),40.686113,-73.973946
N111R284,CLINTON-WASH AV,A44,N111,C,019900,Clinton Hill,199,POINT (-73.96583800000001 40.683263),40.683263000000004,-73.965838
N112AR284,CLINTON-WASH AV,A44,N112A,C,019900,Clinton Hill,199,POINT (-73.96583800000001 40.683263),40.683263000000004,-73.965838
N113R297,FRANKLIN AV,A45,N113,ACS,022700,Clinton Hill,227,POINT (-73.95684799999999 40.68138),40.68138,-73.956848
N114R297,FRANKLIN AV,A45,N114,ACS,022700,Clinton Hill,227,POINT (-73.95684799999999 40.68138),40.68138,-73.956848
N116R198,NOSTRAND AV,A46,N116,AC,024700,Crown Heights North,247,POINT (-73.95042600000001 40.680438),40.680438,-73.95042600000001
N117R198,NOSTRAND AV,A46,N117,AC,024700,Crown Heights North,247,POINT (-73.95042600000001 40.680438),40.680438,-73.95042600000001
N118R199,KINGSTON-THROOP,A47,N118,C,026900,Bedford,269,POINT (-73.94085799999999 40.679921),40.679921,-73.94085799999999
N119R199,KINGSTON-THROOP,A47,N119,C,026900,Bedford,269,POINT (-73.94085799999999 40.679921),40.679921,-73.94085799999999
N120AR153,UTICA AV,A48,N120A,AC,029700,Crown Heights North,297,POINT (-73.930729 40.679364),40.679364,-73.930729
N120R153,UTICA AV,A48,N120,AC,029700,Crown Heights North,297,POINT (-73.930729 40.679364),40.679364,-73.930729
N121BR438,RALPH AV,A49,N121B,C,030100,Ocean Hill,301,POINT (-73.92078599999999 40.678822),40.678822,-73.92078599999999
N122R439,ROCKAWAY AV,A50,N122,C,030100,Ocean Hill,301,POINT (-73.911946 40.67834000000001),40.678340000000006,-73.911946
N123BR439,ROCKAWAY AV,A50,N123B,C,030100,Ocean Hill,301,POINT (-73.911946 40.67834000000001),40.678340000000006,-73.911946
N124R103,BROADWAY JCT,A51,N124,ACJLZ,036700,Ocean Hill,367,POINT (-73.905316 40.678334),40.678334,-73.905316
N125R440,LIBERTY AV,A52,N125,C,119800,East New York,1198,POINT (-73.896548 40.674542),40.674541999999995,-73.896548
N126R441,VAN SICLEN AVE,A53,N126,C,115200,East New York,1152,POINT (-73.89035799999999 40.67271),40.672709999999995,-73.89035799999999
N127R442,SHEPHERD AV,A54,N127,C,116600,East New York,1166,POINT (-73.88075000000001 40.67413),40.67413,-73.88075
N128R200,EUCLID AV,A55,N128,AC,119600,East New York,1196,POINT (-73.872106 40.675377),40.675377000000005,-73.872106
N129R382,GRANT AV,A57,N129,A,120200,Cypress Hills-City Line,1202,POINT (-73.86505 40.677044),40.677044,-73.86505
N130R383,80 ST,A59,N130,A,004401,Ozone Park,44.01,POINT (-73.858992 40.679371),40.679371,-73.858992
N131R383,80 ST,A59,N131,A,004401,Ozone Park,44.01,POINT (-73.858992 40.679371),40.679371,-73.858992
N133R384,88 ST,A60,N133,A,005400,Ozone Park,54,POINT (-73.85146999999999 40.679843),40.679843,-73.85146999999999
N134R385,ROCKAWAY BLVD,A61,N134,A,008600,Ozone Park,86,POINT (-73.843853 40.680429),40.680429,-73.843853
N135R385,ROCKAWAY BLVD,A61,N135,A,008600,Ozone Park,86,POINT (-73.843853 40.680429),40.680429,-73.843853
N137R354,104 ST,A63,N137,A,009400,South Ozone Park,94,POINT (-73.837683 40.681711),40.681711,-73.837683
N138R355,111 ST,A64,N138,A,009600,South Ozone Park,96,POINT (-73.83216299999999 40.684331),40.684331,-73.832163
N139R355,111 ST,A64,N139,A,009600,South Ozone Park,96,POINT (-73.83216299999999 40.684331),40.684331,-73.832163
N141R356,OZONE PK LEFFRT,A65,N141,A,010600,South Ozone Park,106,POINT (-73.82579799999999 40.685951),40.685951,-73.82579799999999
N181AR464,AQUEDUCT RACETR,H01,N181A,A,086400,South Ozone Park,864,POINT (-73.83591899999999 40.67209699999999),40.672096999999994,-73.83591899999999
N181R357,AQUEDUCT N.COND,H02,N181,A,008800,Ozone Park,88,POINT (-73.834058 40.66823400000001),40.668234000000005,-73.834058
N182R414,HOWARD BCH JFK,H03,N182,A,071600,Airport,716,POINT (-73.83030100000001 40.660476),40.660476,-73.830301
N183R415,BROAD CHANNEL,H04,N183,AS,107201,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,1072.01,POINT (-73.81592499999999 40.608382),40.608382,-73.815925
N184R416,BEACH 90 ST,H12,N184,AS,094202,Hammels-Arverne-Edgemere,942.02,POINT (-73.813641 40.588034),40.588034,-73.813641
N185R417,BEACH 98 ST,H13,N185,AS,094201,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,942.01,POINT (-73.82055799999999 40.585307),40.585307,-73.82055799999999
N186R418,BEACH 105 ST,H14,N186,AS,093800,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,938,POINT (-73.82755899999999 40.583209),40.583209000000004,-73.827559
N187R419,ROCKAWAY PARK B,H15,N187,AS,093800,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,938,POINT (-73.83559200000001 40.580903),40.580903,-73.835592
N191R335,BEACH 67 ST,H06,N191,A,095400,Hammels-Arverne-Edgemere,954,POINT (-73.796924 40.590927),40.590927,-73.796924
N192R336,BEACH 60 ST,H07,N192,A,097202,Hammels-Arverne-Edgemere,972.02,POINT (-73.788522 40.592374),40.592374,-73.788522
N193R337,BEACH 44 ST,H08,N193,A,097202,Hammels-Arverne-Edgemere,972.02,POINT (-73.77601300000001 40.592943),40.592943,-73.776013
N194R338,BEACH 36 ST,H09,N194,A,099200,Hammels-Arverne-Edgemere,992,POINT (-73.768175 40.595398),40.595397999999996,-73.768175
N195R358,BEACH 25 ST,H10,N195,A,099801,Far Rockaway-Bayswater,998.01,POINT (-73.761353 40.600066),40.600066,-73.761353
N196R285,FAR ROCKAWAY,H11,N196,A,100802,Far Rockaway-Bayswater,1008.02,POINT (-73.75540500000001 40.603995),40.603995,-73.75540500000001
N202R315,155 ST,D12,N202,BD,024302,Central Harlem North-Polo Grounds,243.02,POINT (-73.938209 40.830135),40.830135,-73.938209
N203R195,161/YANKEE STAD,D11,N203,BD4,019500,West Concourse,195,POINT (-73.925651 40.827905),40.827905,-73.925651
N205R195,161/YANKEE STAD,D11,N205,BD4,019500,West Concourse,195,POINT (-73.925651 40.827905),40.827905,-73.925651
N206R104,167 ST,D10,N206,BD,019700,West Concourse,197,POINT (-73.91844 40.833771),40.833771,-73.91844
N207R104,167 ST,D10,N207,BD,019700,West Concourse,197,POINT (-73.91844 40.833771),40.833771,-73.91844
N208R443,170 ST,D09,N208,BD,022500,East Concourse-Concourse Village,225,POINT (-73.9134 40.839306),40.839306,-73.9134
N209R443,170 ST,D09,N209,BD,022500,East Concourse-Concourse Village,225,POINT (-73.9134 40.839306),40.839306,-73.9134
N210R253,174-175 STS,D08,N210,BD,022701,Mount Hope,227.01,POINT (-73.91013599999999 40.8459),40.8459,-73.910136
N212R253,174-175 STS,D08,N212,BD,022701,Mount Hope,227.01,POINT (-73.91013599999999 40.8459),40.8459,-73.910136
N213R154,TREMONT AV,D07,N213,BD,023502,Mount Hope,235.02,POINT (-73.905227 40.85041),40.85041,-73.905227
N215R237,182-183 STS,D06,N215,BD,038301,Fordham South,383.01,POINT (-73.900741 40.856093),40.856093,-73.900741
N217R112,FORDHAM RD,D05,N217,BD,023702,Bedford Park-Fordham North,237.02,POINT (-73.897749 40.861296),40.861296,-73.897749
N218R112,FORDHAM RD,D05,N218,BD,023702,Bedford Park-Fordham North,237.02,POINT (-73.897749 40.861296),40.861296,-73.897749
N220R155,KINGSBRIDGE RD,D04,N220,BD,040302,Bedford Park-Fordham North,403.02,POINT (-73.89350899999999 40.866978),40.866978,-73.893509
N221R155,KINGSBRIDGE RD,D04,N221,BD,040302,Bedford Park-Fordham North,403.02,POINT (-73.89350899999999 40.866978),40.866978,-73.893509
N222R156,BEDFORD PK BLVD,D03,N222,BD,041300,Bedford Park-Fordham North,413,POINT (-73.88713800000001 40.873244),40.873244,-73.88713800000001
N223R156,BEDFORD PK BLVD,D03,N223,BD,041300,Bedford Park-Fordham North,413,POINT (-73.88713800000001 40.873244),40.873244,-73.88713800000001
N224R157,NORWOOD 205 ST,D01,N224,D,042300,Norwood,423,POINT (-73.878855 40.874811),40.874811,-73.878855
N225R157,NORWOOD 205 ST,D01,N225,D,042300,Norwood,423,POINT (-73.878855 40.874811),40.874811,-73.878855
N300R113,7 AV,D14,N300,BDE,013100,Midtown-Midtown South,131,POINT (-73.98163700000001 40.762862),40.762862,-73.981637
N301R113,7 AV,D14,N301,BDE,013100,Midtown-Midtown South,131,POINT (-73.98163700000001 40.762862),40.762862,-73.981637
N303R015,5 AV/53 ST,F12,N303,EM,010200,Midtown-Midtown South,102,POINT (-73.975224 40.760167),40.760166999999996,-73.975224
N304R015,5 AV/53 ST,F12,N304,EM,010200,Midtown-Midtown South,102,POINT (-73.975224 40.760167),40.760166999999996,-73.975224
N305AR016,LEXINGTON AV/53,F11,N305A,EM6,009800,Turtle Bay-East Midtown,98,POINT (-73.96905500000001 40.757552),40.757552000000004,-73.96905500000001
N305R017,LEXINGTON AV/53,F11,N305,EM6,009800,Turtle Bay-East Midtown,98,POINT (-73.96905500000001 40.757552),40.757552000000004,-73.96905500000001
N306R017,LEXINGTON AV/53,F11,N306,EM6,009800,Turtle Bay-East Midtown,98,POINT (-73.96905500000001 40.757552),40.757552000000004,-73.96905500000001
N307R359,COURT SQ-23 ST,G22,N307,EMG,001900,Hunters Point-Sunnyside-West Maspeth,19,POINT (-73.943832 40.746554),40.746553999999996,-73.943832
N309AR140,QUEENS PLAZA,G21,N309A,EMR,003300,Queensbridge-Ravenswood-Long Island City,33,POINT (-73.93724300000001 40.748973),40.748973,-73.93724300000001
N310R140,QUEENS PLAZA,G21,N310,EMR,003300,Queensbridge-Ravenswood-Long Island City,33,POINT (-73.93724300000001 40.748973),40.748973,-73.93724300000001
N311R339,36 ST,G20,N311,MR,017100,Hunters Point-Sunnyside-West Maspeth,171,POINT (-73.928781 40.752039),40.752039,-73.928781
N312R339,36 ST,G20,N312,MR,017100,Hunters Point-Sunnyside-West Maspeth,171,POINT (-73.928781 40.752039),40.752039,-73.928781
N314R238,STEINWAY ST,G19,N314,MR,015500,Astoria,155,POINT (-73.92074000000001 40.756879),40.756879,-73.92074000000001
N315R238,STEINWAY ST,G19,N315,MR,015500,Astoria,155,POINT (-73.92074000000001 40.756879),40.756879,-73.92074000000001
N316AR267,46 ST,G18,N316A,MR,015300,Astoria,153,POINT (-73.91333299999999 40.756312),40.756312,-73.913333
N316R267,46 ST,G18,N316,MR,015300,Astoria,153,POINT (-73.91333299999999 40.756312),40.756312,-73.913333
N317R267,46 ST,G18,N317,MR,015300,Astoria,153,POINT (-73.91333299999999 40.756312),40.756312,-73.913333
N318R298,NORTHERN BLVD,G16,N318,MR,025500,Woodside,255,POINT (-73.906006 40.752885),40.752885,-73.906006
N319R298,NORTHERN BLVD,G16,N319,MR,025500,Woodside,255,POINT (-73.906006 40.752885),40.752885,-73.906006
N322R340,65 ST,G15,N322,MR,026100,Woodside,261,POINT (-73.898453 40.749669),40.749669,-73.898453
N323R018,JKSN HT-ROOSVLT,G14,N323,EFMR7,026700,Elmhurst,267,POINT (-73.891338 40.746644),40.746644,-73.891338
N324R018,JKSN HT-ROOSVLT,G14,N324,EFMR7,026700,Elmhurst,267,POINT (-73.891338 40.746644),40.746644,-73.891338
N325AR218,ELMHURST AV,G13,N325A,MR,027100,Elmhurst,271,POINT (-73.882017 40.742454),40.742453999999995,-73.882017
N327R254,GRAND-NEWTOWN,G12,N327,MR,047300,Elmhurst,473,POINT (-73.877223 40.737015),40.737015,-73.877223
N329AR201,WOODHAVEN BLVD,G11,N329A,MR,068300,Elmhurst,683,POINT (-73.869229 40.733106),40.733106,-73.869229
N329R201,WOODHAVEN BLVD,G11,N329,MR,068300,Elmhurst,683,POINT (-73.869229 40.733106),40.733106,-73.869229
N330CR202,63 DR-REGO PARK,G10,N330C,MR,069300,Rego Park,693,POINT (-73.861604 40.729846),40.729846,-73.861604
N330R202,63 DR-REGO PARK,G10,N330,MR,069300,Rego Park,693,POINT (-73.861604 40.729846),40.729846,-73.861604
N331R219,67 AV,G09,N331,MR,071306,Forest Hills,713.06,POINT (-73.85271899999999 40.726523),40.726523,-73.852719
N332R219,67 AV,G09,N332,MR,071306,Forest Hills,713.06,POINT (-73.85271899999999 40.726523),40.726523,-73.852719
N333AR141,FOREST HILLS 71,G08,N333A,EFMR,073900,Forest Hills,739,POINT (-73.844521 40.721691),40.721691,-73.844521
N333BR141,FOREST HILLS 71,G08,N333B,EFMR,073900,Forest Hills,739,POINT (-73.844521 40.721691),40.721691,-73.844521
N333R141,FOREST HILLS 71,G08,N333,EFMR,073900,Forest Hills,739,POINT (-73.844521 40.721691),40.721691,-73.844521
N334BR341,75 AV,F07,N334B,EF,076901,Forest Hills,769.01,POINT (-73.837324 40.718331),40.718331,-73.837324
N335R158,KEW GARDENS,F06,N335,EF,038302,park-cemetery-etc-Queens,383.02,POINT (-73.831008 40.714441),40.714441,-73.831008
N336R158,KEW GARDENS,F06,N336,EF,038302,park-cemetery-etc-Queens,383.02,POINT (-73.831008 40.714441),40.714441,-73.831008
N337R255,BRIARWOOD,F05,N337,EF,021600,Kew Gardens,216,POINT (-73.82057399999999 40.709179),40.709179,-73.820574
N338BR128,SUTPHIN BLVD,F04,N338B,F,023800,Jamaica,238,POINT (-73.81070799999999 40.70546),40.705459999999995,-73.81070799999999
N338R128,SUTPHIN BLVD,F04,N338,F,023800,Jamaica,238,POINT (-73.81070799999999 40.70546),40.705459999999995,-73.81070799999999
N339AR114,PARSONS BLVD,F03,N339A,F,023600,Briarwood-Jamaica Hills,236,POINT (-73.803326 40.707564),40.707564,-73.803326
N339R114,PARSONS BLVD,F03,N339,F,023600,Briarwood-Jamaica Hills,236,POINT (-73.803326 40.707564),40.707564,-73.803326
N340AR115,169 ST,F02,N340A,F,046000,Jamaica,460,POINT (-73.793604 40.71047),40.71047,-73.793604
N340R115,169 ST,F02,N340,F,046000,Jamaica,460,POINT (-73.793604 40.71047),40.71047,-73.793604
N342R019,JAMAICA 179 ST,F01,N342,F,046800,Jamaica,468,POINT (-73.783817 40.712646),40.712646,-73.783817
N343R019,JAMAICA 179 ST,F01,N343,F,046800,Jamaica,468,POINT (-73.783817 40.712646),40.712646,-73.783817
N401R360,21 ST,G24,N401,G,000700,Hunters Point-Sunnyside-West Maspeth,7,POINT (-73.949724 40.744065),40.744065,-73.949724
N405R239,GREENPOINT AV,G26,N405,G,057500,Greenpoint,575,POINT (-73.954449 40.731352),40.731352,-73.954449
N408AR256,NASSAU AV,G28,N408A,G,056900,Greenpoint,569,POINT (-73.951277 40.724635),40.724635,-73.951277
N409R268,METROPOLITAN AV,G29,N409,GL,051300,North Side-South Side,513,POINT (-73.951418 40.712792),40.712792,-73.951418
N412R299,BROADWAY,G30,N412,G,051100,East Williamsburg,511,POINT (-73.95030799999999 40.706092),40.706092,-73.95030799999999
N414AR316,FLUSHING AV,G31,N414A,G,050700,Bedford,507,POINT (-73.95023399999999 40.700377),40.700377,-73.950234
N414R316,FLUSHING AV,G31,N414,G,050700,Bedford,507,POINT (-73.95023399999999 40.700377),40.700377,-73.950234
N415R286,MYRTLE-WILLOUGH,G32,N415,G,025901,Bedford,259.01,POINT (-73.949046 40.694568),40.694568,-73.949046
N416R286,MYRTLE-WILLOUGH,G32,N416,G,025901,Bedford,259.01,POINT (-73.949046 40.694568),40.694568,-73.949046
N417R269,BEDFORD-NOSTRAN,G33,N417,G,024300,Bedford,243,POINT (-73.95352199999999 40.689627),40.689627,-73.95352199999999
N418R269,BEDFORD-NOSTRAN,G33,N418,G,024300,Bedford,243,POINT (-73.95352199999999 40.689627),40.689627,-73.95352199999999
N419R287,CLASSON AV,G34,N419,G,023100,Clinton Hill,231,POINT (-73.96007 40.688873),40.688873,-73.96007
N420BR317,CLINTON-WASH AV,G35,N420B,G,019700,Clinton Hill,197,POINT (-73.96683900000001 40.688089),40.688089,-73.96683900000001
N422R318,FULTON ST,G36,N422,G,003300,Fort Greene,33,POINT (-73.975375 40.687119),40.687119,-73.975375
N500R020,47-50 STS ROCK,D15,N500,BDFM,012500,Midtown-Midtown South,125,POINT (-73.981329 40.758663),40.758663,-73.981329
N501AR020,47-50 STS ROCK,D15,N501A,BDFM,012500,Midtown-Midtown South,125,POINT (-73.981329 40.758663),40.758663,-73.981329
N501R020,47-50 STS ROCK,D15,N501,BDFM,012500,Midtown-Midtown South,125,POINT (-73.981329 40.758663),40.758663,-73.981329
