station_code,station,GTFS_stop_id,C/A,line_name,ct2010,ntaname,ctlabel,geometry,lat,long
N502R021,42 ST-BRYANT PK,D16,N502,BDFM7,011300,Midtown-Midtown South,113,POINT (-73.98456899999999 40.754222),40.754222,-73.984569
N503R021,42 ST-BRYANT PK,D16,N503,BDFM7,011300,Midtown-Midtown South,113,POINT (-73.98456899999999 40.754222),40.754222,-73.984569
N504R021,42 ST-BRYANT PK,D16,N504,BDFM7,011300,Midtown-Midtown South,113,POINT (-73.98456899999999 40.754222),40.754222,-73.984569
N505R022,34 ST-HERALD SQ,D17,N505,BDFMNQRW,010100,Midtown-Midtown South,101,POINT (-73.98782299999999 40.749719),40.749719,-73.98782299999999
N506R022,34 ST-HERALD SQ,D17,N506,BDFMNQRW,010100,Midtown-Midtown South,101,POINT (-73.98782299999999 40.749719),40.749719,-73.98782299999999
N507R023,34 ST-HERALD SQ,D17,N507,BDFMNQRW,010100,Midtown-Midtown South,101,POINT (-73.98782299999999 40.749719),40.749719,-73.98782299999999
N508R453,23 ST,D18,N508,FM,005800,Hudson Yards-Chelsea-Flatiron-Union Square,58,POINT (-73.99282099999999 40.742878),40.742878000000005,-73.99282099999999
N509R203,23 ST,D18,N509,FM,005800,Hudson Yards-Chelsea-Flatiron-Union Square,58,POINT (-73.99282099999999 40.742878),40.742878000000005,-73.99282099999999
N510R163,14 ST,D19,N510,FLM123,008100,Hudson Yards-Chelsea-Flatiron-Union Square,81,POINT (-73.99620899999999 40.738228),40.738228,-73.996209
N511R163,14 ST,D19,N511,FLM123,008100,Hudson Yards-Chelsea-Flatiron-Union Square,81,POINT (-73.99620899999999 40.738228),40.738228,-73.996209
N512R163,14 ST,D19,N512,FLM123,008100,Hudson Yards-Chelsea-Flatiron-Union Square,81,POINT (-73.99620899999999 40.738228),40.738228,-73.996209
N513R163,14 ST,D19,N513,FLM123,008100,Hudson Yards-Chelsea-Flatiron-Union Square,81,POINT (-73.99620899999999 40.738228),40.738228,-73.996209
N519AR461,B'WAY-LAFAYETTE,D21,N519A,BDFQ6,005502,West Village,55.02,POINT (-73.99620400000001 40.725297),40.725297,-73.996204
N519R461,B'WAY-LAFAYETTE,D21,N519,BDFQ6,005502,West Village,55.02,POINT (-73.99620400000001 40.725297),40.725297,-73.996204
N520R240,GRAND ST,D22,N520,BD,001800,Chinatown,18,POINT (-73.993753 40.718267),40.718267,-73.993753
N521R300,2 AV,F14,N521,F,003602,East Village,36.02,POINT (-73.989938 40.723402),40.723402,-73.989938
N523R300,2 AV,F14,N523,F,003602,East Village,36.02,POINT (-73.989938 40.723402),40.723402,-73.989938
N525R142,DELANCEY/ESSEX,F15,N525,FJMZ,001800,Chinatown,18,POINT (-73.988114 40.718611),40.718610999999996,-73.988114
N526R142,DELANCEY/ESSEX,F15,N526,FJMZ,001800,Chinatown,18,POINT (-73.988114 40.718611),40.718610999999996,-73.988114
N528R257,EAST BROADWAY,F16,N528,F,000600,Lower East Side,6,POINT (-73.990173 40.713715),40.713715,-73.990173
N529R257,EAST BROADWAY,F16,N529,F,000600,Lower East Side,6,POINT (-73.990173 40.713715),40.713715,-73.990173
N530R301,YORK ST,F18,N530,F,002100,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,21,POINT (-73.986751 40.701397),40.701397,-73.986751
N531R129,BERGEN ST,F20,N531,FG,006900,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,69,POINT (-73.99086199999999 40.686145),40.686145,-73.99086199999999
N532R129,BERGEN ST,F20,N532,FG,006900,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,69,POINT (-73.99086199999999 40.686145),40.686145,-73.99086199999999
N533R129,BERGEN ST,F20,N533,FG,006900,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,69,POINT (-73.99086199999999 40.686145),40.686145,-73.99086199999999
N534R220,CARROLL ST,F21,N534,FG,007700,Carroll Gardens-Columbia Street-Red Hook,77,POINT (-73.995048 40.680303),40.680303,-73.995048
N535R220,CARROLL ST,F21,N535,FG,007700,Carroll Gardens-Columbia Street-Red Hook,77,POINT (-73.995048 40.680303),40.680303,-73.995048
N536R270,SMITH-9 ST,F22,N536,FG,011900,Park Slope-Gowanus,119,POINT (-73.995959 40.67358),40.67358,-73.995959
N537R258,4 AV-9 ST,R33,N537,DFGMNR,013700,Park Slope-Gowanus,137,POINT (-73.988302 40.67084699999999),40.670846999999995,-73.988302
N539R288,7 AV,F24,N539,FG,015100,Park Slope-Gowanus,151,POINT (-73.980305 40.666271),40.666271,-73.980305
N541R241,15 ST-PROSPECT,F25,N541,FG,016900,Windsor Terrace,169,POINT (-73.97949300000001 40.66036500000001),40.660365000000006,-73.979493
N542R241,15 ST-PROSPECT,F25,N542,FG,016900,Windsor Terrace,169,POINT (-73.97949300000001 40.66036500000001),40.660365000000006,-73.979493
N543R289,FT HAMILTON PKY,F26,N543,FG,050400,Windsor Terrace,504,POINT (-73.975776 40.650782),40.650782,-73.975776
N544R289,FT HAMILTON PKY,F26,N544,FG,050400,Windsor Terrace,504,POINT (-73.975776 40.650782),40.650782,-73.975776
N545R204,CHURCH AV,F27,N545,FG,049600,Kensington-Ocean Parkway,496,POINT (-73.97967800000001 40.64404099999999),40.644040999999994,-73.979678
N546R204,CHURCH AV,F27,N546,FG,049600,Kensington-Ocean Parkway,496,POINT (-73.97967800000001 40.64404099999999),40.644040999999994,-73.979678
N547R420,DITMAS AV,F29,N547,F,048600,Kensington-Ocean Parkway,486,POINT (-73.978172 40.636119),40.636119,-73.978172
N548R420,DITMAS AV,F29,N548,F,048600,Kensington-Ocean Parkway,486,POINT (-73.978172 40.636119),40.636119,-73.978172
N549R242,18 AV,F30,N549,F,048000,Flatbush,480,POINT (-73.97697099999999 40.629755),40.629754999999996,-73.97697099999999
N550R242,18 AV,F30,N550,F,048000,Flatbush,480,POINT (-73.97697099999999 40.629755),40.629754999999996,-73.97697099999999
N551R421,AVENUE I,F31,N551,F,046202,Ocean Parkway South,462.02,POINT (-73.97612700000001 40.625322),40.625322,-73.976127
N553R422,BAY PKWY,F32,N553,F,045000,Ocean Parkway South,450,POINT (-73.975264 40.620769),40.620769,-73.975264
N554R423,AVENUE N,F33,N554,F,044600,Borough Park,446,POINT (-73.974197 40.61514),40.615140000000004,-73.974197
N555R423,AVENUE N,F33,N555,F,044600,Borough Park,446,POINT (-73.974197 40.61514),40.615140000000004,-73.974197
N556R424,AVENUE P,F34,N556,F,043800,Ocean Parkway South,438,POINT (-73.973022 40.608944),40.608944,-73.973022
N557R130,KINGS HWY,F35,N557,F,041401,Homecrest,414.01,POINT (-73.97236099999999 40.603217),40.603217,-73.97236099999999
N558R130,KINGS HWY,F35,N558,F,041401,Homecrest,414.01,POINT (-73.97236099999999 40.603217),40.603217,-73.97236099999999
N559R425,AVENUE U,F36,N559,F,039800,Gravesend,398,POINT (-73.97335699999999 40.596063),40.596063,-73.973357
N561R271,AVENUE X,F38,N561,F,030800,Gravesend,308,POINT (-73.97425 40.58962),40.589620000000004,-73.97425
N562R426,NEPTUNE AV,F39,N562,F,034800,Seagate-Coney Island,348,POINT (-73.974574 40.581011),40.581011,-73.974574
N600R302,57 ST,B10,N600,F,011201,Midtown-Midtown South,112.01,POINT (-73.97745 40.763972),40.763971999999995,-73.97745
N601AR319,LEXINGTON AV/63,B08,N601A,F,012000,Upper East Side-Carnegie Hill,120,POINT (-73.96611300000001 40.764629),40.764629,-73.966113
N601R319,LEXINGTON AV/63,B08,N601,F,012000,Upper East Side-Carnegie Hill,120,POINT (-73.96611300000001 40.764629),40.764629,-73.966113
N602R259,ROOSEVELT ISLND,B06,N602,F,023801,Lenox Hill-Roosevelt Island,238.01,POINT (-73.95326 40.759145),40.759145000000004,-73.95326
N603R303,21 ST-QNSBRIDGE,B04,N603,F,002500,Queensbridge-Ravenswood-Long Island City,25,POINT (-73.942836 40.754203),40.754203000000004,-73.942836
N604R342,JAMAICA VAN WK,G07,N604,E,021600,Kew Gardens,216,POINT (-73.81685899999999 40.702566),40.702566,-73.816859
N605R024,SUTPHIN-ARCHER,G06,N605,EJZ,020800,Jamaica,208,POINT (-73.807969 40.700486),40.700486,-73.807969
N606R025,JAMAICA CENTER,G05,N606,EJZ,024600,Jamaica,246,POINT (-73.801109 40.702147),40.702147,-73.801109
N607R025,JAMAICA CENTER,G05,N607,EJZ,024600,Jamaica,246,POINT (-73.801109 40.702147),40.702147,-73.801109
N700AR570,72 ST-2 AVE,Q03,N700A,Q,012600,Lenox Hill-Roosevelt Island,126,POINT (-73.95842399999999 40.768799),40.768799,-73.958424
N700R570,72 ST-2 AVE,Q03,N700,Q,012600,Lenox Hill-Roosevelt Island,126,POINT (-73.95842399999999 40.768799),40.768799,-73.958424
N701AR571,86 ST-2 AVE,Q04,N701A,Q,014601,Yorkville,146.01,POINT (-73.951787 40.777891),40.777891,-73.951787
N701R571,86 ST-2 AVE,Q04,N701,Q,014601,Yorkville,146.01,POINT (-73.951787 40.777891),40.777891,-73.951787
N702AR572,96 ST-2 AVE,Q05,N702A,Q,015602,East Harlem South,156.02,POINT (-73.947152 40.784318),40.784318,-73.947152
N702R572,96 ST-2 AVE,Q05,N702,Q,015602,East Harlem South,156.02,POINT (-73.947152 40.784318),40.784318,-73.947152
R101R001,SOUTH FERRY,142,R101,1RW,000900,Battery Park City-Lower Manhattan,9,POINT (-74.01366400000001 40.702068),40.702068,-74.013664
R102R304,RECTOR ST,139,R102,1,001300,Battery Park City-Lower Manhattan,13,POINT (-74.01378299999999 40.707513),40.707513,-74.01378299999999
R103R304,RECTOR ST,139,R103,1,001300,Battery Park City-Lower Manhattan,13,POINT (-74.01378299999999 40.707513),40.707513,-74.01378299999999
R106R305,WTC-CORTLANDT,138,R106,1,001300,Battery Park City-Lower Manhattan,13,POINT (-74.01218799999999 40.711835),40.711835,-74.012188
R107DR305,WTC-CORTLANDT,138,R107D,1,001300,Battery Park City-Lower Manhattan,13,POINT (-74.01218799999999 40.711835),40.711835,-74.012188
R107R305,WTC-CORTLANDT,138,R107,1,001300,Battery Park City-Lower Manhattan,13,POINT (-74.01218799999999 40.711835),40.711835,-74.012188
R108AR305,WTC-CORTLANDT,138,R108A,1,001300,Battery Park City-Lower Manhattan,13,POINT (-74.01218799999999 40.711835),40.711835,-74.012188
R108R305,WTC-CORTLANDT,138,R108,1,001300,Battery Park City-Lower Manhattan,13,POINT (-74.01218799999999 40.711835),40.711835,-74.012188
R109R305,WTC-CORTLANDT,138,R109,1,001300,Battery Park City-Lower Manhattan,13,POINT (-74.01218799999999 40.711835),40.711835,-74.012188
R110R027,WALL ST,230,R110,23,000700,Battery Park City-Lower Manhattan,7,POINT (-74.0091 40.70682100000001),40.706821000000005,-74.0091
R111R027,WALL ST,230,R111,23,000700,Battery Park City-Lower Manhattan,7,POINT (-74.0091 40.70682100000001),40.706821000000005,-74.0091
R112AR027,WALL ST,230,R112A,23,000700,Battery Park City-Lower Manhattan,7,POINT (-74.0091 40.70682100000001),40.706821000000005,-74.0091
R112R027,WALL ST,230,R112,23,000700,Battery Park City-Lower Manhattan,7,POINT (-74.0091 40.70682100000001),40.706821000000005,-74.0091
R113R028,FULTON ST,229,R113,2345ACJZ,001502,Battery Park City-Lower Manhattan,15.02,POINT (-74.00657099999999 40.709416),40.709416,-74.006571
R114R028,FULTON ST,229,R114,2345ACJZ,001502,Battery Park City-Lower Manhattan,15.02,POINT (-74.00657099999999 40.709416),40.709416,-74.006571
R115R029,PARK PLACE,228,R115,23ACE,002100,SoHo-TriBeCa-Civic Center-Little Italy,21,POINT (-74.00881099999999 40.713051),40.713051,-74.008811
R116R030,CHAMBERS ST,137,R116,123,002100,SoHo-TriBeCa-Civic Center-Little Italy,21,POINT (-74.009266 40.715478),40.715478000000004,-74.009266
R117R343,FRANKLIN ST,136,R117,1,003300,SoHo-TriBeCa-Civic Center-Little Italy,33,POINT (-74.00688599999999 40.719318),40.719318,-74.006886
R118R343,FRANKLIN ST,136,R118,1,003300,SoHo-TriBeCa-Civic Center-Little Italy,33,POINT (-74.00688599999999 40.719318),40.719318,-74.006886
R119R320,CANAL ST,135,R119,1,003700,SoHo-TriBeCa-Civic Center-Little Italy,37,POINT (-74.006277 40.722854),40.722854,-74.006277
R120R320,CANAL ST,135,R120,1,003700,SoHo-TriBeCa-Civic Center-Little Italy,37,POINT (-74.006277 40.722854),40.722854,-74.006277
R121R290,HOUSTON ST,134,R121,1,003700,SoHo-TriBeCa-Civic Center-Little Italy,37,POINT (-74.00536700000001 40.728251),40.728251,-74.005367
R122R290,HOUSTON ST,134,R122,1,003700,SoHo-TriBeCa-Civic Center-Little Italy,37,POINT (-74.00536700000001 40.728251),40.728251,-74.005367
R123R290,HOUSTON ST,134,R123,1,003700,SoHo-TriBeCa-Civic Center-Little Italy,37,POINT (-74.00536700000001 40.728251),40.728251,-74.005367
R124R290,HOUSTON ST,134,R124,1,003700,SoHo-TriBeCa-Civic Center-Little Italy,37,POINT (-74.00536700000001 40.728251),40.728251,-74.005367
R125R189,CHRISTOPHER ST,133,R125,1,007300,West Village,73,POINT (-74.00290600000001 40.733422),40.733422,-74.00290600000001
R126R189,CHRISTOPHER ST,133,R126,1,007300,West Village,73,POINT (-74.00290600000001 40.733422),40.733422,-74.00290600000001
R127R105,14 ST,132,R127,123FLM,007100,West Village,71,POINT (-74.000201 40.737826),40.737826,-74.000201
R128R105,14 ST,132,R128,123FLM,007100,West Village,71,POINT (-74.000201 40.737826),40.737826,-74.000201
R129R321,18 ST,131,R129,1,008100,Hudson Yards-Chelsea-Flatiron-Union Square,81,POINT (-73.99787099999999 40.74104000000001),40.741040000000005,-73.99787099999999
R130R321,18 ST,131,R130,1,008100,Hudson Yards-Chelsea-Flatiron-Union Square,81,POINT (-73.99787099999999 40.74104000000001),40.741040000000005,-73.99787099999999
R131R190,23 ST,130,R131,1,009100,Hudson Yards-Chelsea-Flatiron-Union Square,91,POINT (-73.99565699999999 40.744081),40.744081,-73.995657
R132R190,23 ST,130,R132,1,009100,Hudson Yards-Chelsea-Flatiron-Union Square,91,POINT (-73.99565699999999 40.744081),40.744081,-73.995657
R133R272,28 ST,129,R133,1,009500,Midtown-Midtown South,95,POINT (-73.993365 40.747215),40.747215000000004,-73.993365
R134R272,28 ST,129,R134,1,009500,Midtown-Midtown South,95,POINT (-73.993365 40.747215),40.747215000000004,-73.993365
R135R031,34 ST-PENN STA,128,R135,123,010100,Midtown-Midtown South,101,POINT (-73.991057 40.750373),40.750372999999996,-73.991057
R137R031,34 ST-PENN STA,128,R137,123,010100,Midtown-Midtown South,101,POINT (-73.991057 40.750373),40.750372999999996,-73.991057
R138R293,34 ST-PENN STA,128,R138,123ACE,010100,Midtown-Midtown South,101,POINT (-73.991057 40.750373),40.750372999999996,-73.991057
R139R031,34 ST-PENN STA,128,R139,123,010100,Midtown-Midtown South,101,POINT (-73.991057 40.750373),40.750372999999996,-73.991057
R141R031,34 ST-PENN STA,128,R141,123,010100,Midtown-Midtown South,101,POINT (-73.991057 40.750373),40.750372999999996,-73.991057
R142R293,34 ST-PENN STA,128,R142,123ACE,010100,Midtown-Midtown South,101,POINT (-73.991057 40.750373),40.750372999999996,-73.991057
R143R032,TIMES SQ-42 ST,127,R143,1237ACENQRSW,011300,Midtown-Midtown South,113,POINT (-73.987495 40.75529),40.75529,-73.987495
R145R032,TIMES SQ-42 ST,127,R145,1237ACENQRSW,011300,Midtown-Midtown South,113,POINT (-73.987495 40.75529),40.75529,-73.987495
R147R033,TIMES SQ-42 ST,127,R147,1237ACENQRS,011300,Midtown-Midtown South,113,POINT (-73.987495 40.75529),40.75529,-73.987495
R148R033,TIMES SQ-42 ST,725,R148,1237ACENQRSW,011300,Midtown-Midtown South,113,POINT (-73.987691 40.755477),40.755477,-73.987691
R151R033,TIMES SQ-42 ST,725,R151,1237ACENQRSW,011300,Midtown-Midtown South,113,POINT (-73.987691 40.755477),40.755477,-73.987691
R154R116,50 ST,126,R154,1,013100,Midtown-Midtown South,131,POINT (-73.98384899999999 40.76172800000001),40.761728000000005,-73.98384899999999
R155R116,50 ST,126,R155,1,013100,Midtown-Midtown South,131,POINT (-73.98384899999999 40.76172800000001),40.761728000000005,-73.98384899999999
R158R084,59 ST COLUMBUS,125,R158,1ABCD,014500,Lincoln Square,145,POINT (-73.98192900000001 40.768247),40.768246999999995,-73.98192900000001
R159R164,66 ST-LINCOLN,124,R159,1,014900,Lincoln Square,149,POINT (-73.982209 40.77344),40.77344,-73.982209
R159R164,66 ST-LINCOLN,124,R159,1,014900,Lincoln Square,149,POINT (-73.982209 40.77344),40.77344,-73.982209
R160AR164,66 ST-LINCOLN,124,R160A,1,014900,Lincoln Square,149,POINT (-73.982209 40.77344),40.77344,-73.982209
R160R164,66 ST-LINCOLN,124,R160,1,014900,Lincoln Square,149,POINT (-73.982209 40.77344),40.77344,-73.982209
R161AR452,72 ST,123,R161A,123,015900,Lincoln Square,159,POINT (-73.98196999999999 40.77845300000001),40.778453000000006,-73.98196999999999
R161BR452,72 ST,123,R161B,123,015900,Lincoln Square,159,POINT (-73.98196999999999 40.77845300000001),40.778453000000006,-73.98196999999999
R162R166,79 ST,122,R162,1,016700,Upper West Side,167,POINT (-73.979917 40.783934),40.783934,-73.979917
R163R166,79 ST,122,R163,1,016700,Upper West Side,167,POINT (-73.979917 40.783934),40.783934,-73.979917
R164R167,86 ST,121,R164,1,017500,Upper West Side,175,POINT (-73.976218 40.788644),40.788644,-73.976218
R165R167,86 ST,121,R165,1,017500,Upper West Side,175,POINT (-73.976218 40.788644),40.788644,-73.976218
R166R167,86 ST,121,R166,1,017500,Upper West Side,175,POINT (-73.976218 40.788644),40.788644,-73.976218
R168AR168,96 ST,120,R168A,123,018300,Upper West Side,183,POINT (-73.972323 40.793919),40.793919,-73.972323
R169R168,96 ST,120,R169,123,018300,Upper West Side,183,POINT (-73.972323 40.793919),40.793919,-73.972323
R169R168,96 ST,120,R169,123,018300,Upper West Side,183,POINT (-73.972323 40.793919),40.793919,-73.972323
R170R191,103 ST,119,R170,1,019100,Upper West Side,191,POINT (-73.968379 40.799446),40.799446,-73.968379
R171R192,CATHEDRAL PKWY,118,R171,1,019500,Morningside Heights,195,POINT (-73.966847 40.803967),40.803967,-73.966847
R172R192,CATHEDRAL PKWY,118,R172,1,019500,Morningside Heights,195,POINT (-73.966847 40.803967),40.803967,-73.966847
R173R159,116 ST-COLUMBIA,117,R173,1,020500,Morningside Heights,205,POINT (-73.96410999999999 40.807722),40.807722,-73.96410999999999
R174R034,125 ST,116,R174,1,021100,Morningside Heights,211,POINT (-73.958372 40.815581),40.815581,-73.958372
R175R169,137 ST CITY COL,115,R175,1,022301,Manhattanville,223.01,POINT (-73.953676 40.822008),40.822008000000004,-73.953676
R176R169,137 ST CITY COL,115,R176,1,022301,Manhattanville,223.01,POINT (-73.953676 40.822008),40.822008000000004,-73.953676
R177R273,145 ST,114,R177,1,022900,Hamilton Heights,229,POINT (-73.95036 40.826551),40.826551,-73.95036
R178R273,145 ST,114,R178,1,022900,Hamilton Heights,229,POINT (-73.95036 40.826551),40.826551,-73.95036
R179R193,157 ST,113,R179,1,024100,Washington Heights South,241,POINT (-73.94489 40.834041),40.834041,-73.94489
R180R193,157 ST,113,R180,1,024100,Washington Heights South,241,POINT (-73.94489 40.834041),40.834041,-73.94489
R182R035,168 ST,112,R182,1AC,025100,Washington Heights South,251,POINT (-73.94013299999999 40.840556),40.840556,-73.94013299999999
R183R260,181 ST,111,R183,1,027100,Washington Heights North,271,POINT (-73.93359599999999 40.849505),40.849505,-73.933596
R185R274,191 ST,110,R185,1,027700,Washington Heights North,277,POINT (-73.929412 40.855225),40.855225,-73.929412
R186R036,DYCKMAN ST,109,R186,1,028300,Washington Heights North,283,POINT (-73.92553599999999 40.860531),40.860531,-73.925536
R186R036,DYCKMAN ST,109,R186,1,028300,Washington Heights North,283,POINT (-73.92553599999999 40.860531),40.860531,-73.925536
R188R037,207 ST,108,R188,1,029300,Marble Hill-Inwood,293,POINT (-73.91882199999999 40.864621),40.864621,-73.91882199999999
R190R038,215 ST,107,R190,1,029900,Marble Hill-Inwood,299,POINT (-73.915279 40.869444),40.869444,-73.915279
R192R039,MARBLE HILL-225,106,R192,1,030900,Marble Hill-Inwood,309,POINT (-73.90983100000001 40.874561),40.874561,-73.90983100000001
R194R040,231 ST,104,R194,1,028300,Spuyten Duyvil-Kingsbridge,283,POINT (-73.90483399999999 40.878856),40.878856,-73.904834
R196R306,238 ST,103,R196,1,028300,Spuyten Duyvil-Kingsbridge,283,POINT (-73.90087 40.884667),40.884667,-73.90087
R197R117,V.CORTLANDT PK,101,R197,1,028500,Spuyten Duyvil-Kingsbridge,285,POINT (-73.898583 40.88924799999999),40.889247999999995,-73.898583
R200AR041,BOWLING GREEN,420,R200A,45,001300,Battery Park City-Lower Manhattan,13,POINT (-74.014065 40.704817),40.704817,-74.014065
R201R041,BOWLING GREEN,420,R201,45,001300,Battery Park City-Lower Manhattan,13,POINT (-74.014065 40.704817),40.704817,-74.014065
R202R042,BOWLING GREEN,420,R202,45,001300,Battery Park City-Lower Manhattan,13,POINT (-74.014065 40.704817),40.704817,-74.014065
R203AR043,WALL ST,419,R203A,45,000700,Battery Park City-Lower Manhattan,7,POINT (-74.01186199999999 40.707557),40.707557,-74.011862
R203AR043,WALL ST,419,R203A,45,000700,Battery Park City-Lower Manhattan,7,POINT (-74.01186199999999 40.707557),40.707557,-74.011862
R203R043,WALL ST,419,R203,45,000700,Battery Park City-Lower Manhattan,7,POINT (-74.01186199999999 40.707557),40.707557,-74.011862
R204AR043,WALL ST,419,R204A,45,000700,Battery Park City-Lower Manhattan,7,POINT (-74.01186199999999 40.707557),40.707557,-74.011862
R204R043,WALL ST,419,R204,45,000700,Battery Park City-Lower Manhattan,7,POINT (-74.01186199999999 40.707557),40.707557,-74.011862
R205AR014,FULTON ST,229,R205A,2345ACJZ,001502,Battery Park City-Lower Manhattan,15.02,POINT (-74.00657099999999 40.709416),40.709416,-74.006571
R206R014,FULTON ST,229,R206,2345ACJZ,001502,Battery Park City-Lower Manhattan,15.02,POINT (-74.00657099999999 40.709416),40.709416,-74.006571
R208R014,FULTON ST,229,R208,2345ACJZ,001502,Battery Park City-Lower Manhattan,15.02,POINT (-74.00657099999999 40.709416),40.709416,-74.006571
R210AR044,BROOKLYN BRIDGE,640,R210A,456JZ,003100,SoHo-TriBeCa-Civic Center-Little Italy,31,POINT (-74.004131 40.713065),40.713065,-74.004131
R210R044,BROOKLYN BRIDGE,640,R210,456JZ,003100,SoHo-TriBeCa-Civic Center-Little Italy,31,POINT (-74.004131 40.713065),40.713065,-74.004131
R215R322,SPRING ST,638,R215,6,004500,SoHo-TriBeCa-Civic Center-Little Italy,45,POINT (-73.997141 40.722301),40.722301,-73.997141
R216R322,SPRING ST,638,R216,6,004500,SoHo-TriBeCa-Civic Center-Little Italy,45,POINT (-73.997141 40.722301),40.722301,-73.997141
R217AR194,BLEECKER ST,637,R217A,6DF,005502,West Village,55.02,POINT (-73.994659 40.725915),40.725915,-73.994659
R219R160,ASTOR PL,636,R219,6,005700,West Village,57,POINT (-73.99106999999999 40.730054),40.730053999999996,-73.99107
R220R160,ASTOR PL,636,R220,6,005700,West Village,57,POINT (-73.99106999999999 40.730054),40.730053999999996,-73.99107
R221R170,14 ST-UNION SQ,635,R221,456LNQRW,005200,Hudson Yards-Chelsea-Flatiron-Union Square,52,POINT (-73.989951 40.734673),40.734673,-73.989951
R226AR131,23 ST,634,R226A,6,005600,Hudson Yards-Chelsea-Flatiron-Union Square,56,POINT (-73.986599 40.739864),40.739864000000004,-73.986599
R226R131,23 ST,634,R226,6,005600,Hudson Yards-Chelsea-Flatiron-Union Square,56,POINT (-73.986599 40.739864),40.739864000000004,-73.986599
R227AR131,23 ST,634,R227A,6,005600,Hudson Yards-Chelsea-Flatiron-Union Square,56,POINT (-73.986599 40.739864),40.739864000000004,-73.986599
R227R131,23 ST,634,R227,6,005600,Hudson Yards-Chelsea-Flatiron-Union Square,56,POINT (-73.986599 40.739864),40.739864000000004,-73.986599
R228R143,28 ST,633,R228,6,005600,Hudson Yards-Chelsea-Flatiron-Union Square,56,POINT (-73.984264 40.74307),40.74307,-73.984264
R229R143,28 ST,633,R229,6,005600,Hudson Yards-Chelsea-Flatiron-Union Square,56,POINT (-73.984264 40.74307),40.74307,-73.984264
R230R143,28 ST,633,R230,6,005600,Hudson Yards-Chelsea-Flatiron-Union Square,56,POINT (-73.984264 40.74307),40.74307,-73.984264
R231AR176,33 ST,632,R231A,6,007400,Midtown-Midtown South,74,POINT (-73.98207600000001 40.746081),40.746081,-73.982076
R231R176,33 ST,632,R231,6,007400,Midtown-Midtown South,74,POINT (-73.98207600000001 40.746081),40.746081,-73.982076
